@id,@type,title,description,note,hasComposition,creator,creationDate,location,isTemporalPartOf,isSpatialPartOf
avb:JM11,chameo:Sample,JM11,pers:AndersVollBugten,A spheroidal graphite cast iron sample with nominal boron content specified by avb:nominalBoron.,,,pers:AndreasVollBugten,,,,
