@id,@type,subClassOf,prefLabel,altLabel,elucidation,note,seeAlso
avb:SIMSProfile,owl:Class,emmo:Dataset,SIMSProfile,,Secondary Ion Mass Spectrometry (SIMS) depth profile of concentrations.,,
