@id,@type,title,description,comment,hasComposition,contactPerson,creator,creationDate,location,isTemporalPartOf,isSpatioTemporalPartOf
avb:JM11,chameo:Sample,JM11,"A spheroidal graphite cast iron sample with nominal boron content specified by avb:nominalBoron.",,,,pers:AndersVollBugten,,,,
